year_month,article_count,mean_sentiment,std_sentiment,sentiment_intensity,tourist_arrivals,usd_lkr_rate,inflation_rate
2018-06,,,,,146828.0,159.9,2.135037737132
2018-06,,,,,146828.0,158.2,2.135037737132
2018-06,,,,,146828.0,159.5,2.135037737132
2018-06,,,,,146828.0,159.6,2.135037737132
2018-06,,,,,146828.0,159.4,2.135037737132
2018-06,,,,,146828.0,159.1,2.135037737132
2018-06,,,,,146828.0,159.0,2.135037737132
2018-06,,,,,146828.0,158.8,2.135037737132
2018-06,,,,,146828.0,158.6,2.135037737132
2018-06,,,,,146828.0,158.2,2.135037737132
2018-06,,,,,146828.0,158.45,2.135037737132
2018-06,,,,,146828.0,158.55,2.135037737132
2018-06,,,,,146828.0,159.5,2.135037737132
2018-07,,,,,217829.0,159.85,2.135037737132
2018-07,,,,,217829.0,159.85,2.135037737132
2018-07,,,,,217829.0,159.4,2.135037737132
2018-07,,,,,217829.0,159.35,2.135037737132
2018-07,,,,,217829.0,159.55,2.135037737132
2018-07,,,,,217829.0,159.5,2.135037737132
2018-07,,,,,217829.0,159.5,2.135037737132
2018-07,,,,,217829.0,159.55,2.135037737132
2018-07,,,,,217829.0,159.8,2.135037737132
2018-07,,,,,217829.0,159.5,2.135037737132
2018-07,,,,,217829.0,159.8,2.135037737132
2018-07,,,,,217829.0,159.25,2.135037737132
2018-07,,,,,217829.0,159.45,2.135037737132
2018-07,,,,,217829.0,158.3,2.135037737132
2018-07,,,,,217829.0,158.3,2.135037737132
2018-07,,,,,217829.0,,2.135037737132
2018-07,,,,,217829.0,158.9,2.135037737132
2018-07,,,,,217829.0,159.7,2.135037737132
2018-07,,,,,217829.0,159.2,2.135037737132
2018-07,,,,,217829.0,159.3,2.135037737132
2018-07,,,,,217829.0,159.3,2.135037737132
2018-07,,,,,217829.0,159.1,2.135037737132
2018-08,,,,,200359.0,161.35,2.135037737132
2018-08,,,,,200359.0,161.4,2.135037737132
2018-08,,,,,200359.0,161.3,2.135037737132
2018-08,,,,,200359.0,161.2,2.135037737132
2018-08,,,,,200359.0,161.05,2.135037737132
2018-08,,,,,200359.0,160.9,2.135037737132
2018-08,,,,,200359.0,160.6,2.135037737132
2018-08,,,,,200359.0,160.5,2.135037737132
2018-08,,,,,200359.0,160.4,2.135037737132
2018-08,,,,,200359.0,160.35,2.135037737132
2018-08,,,,,200359.0,160.4,2.135037737132
2018-08,,,,,200359.0,160.5,2.135037737132
2018-08,,,,,200359.0,160.05,2.135037737132
2018-08,,,,,200359.0,159.4,2.135037737132
2018-08,,,,,200359.0,160.05,2.135037737132
2018-08,,,,,200359.0,159.7,2.135037737132
2018-08,,,,,200359.0,159.65,2.135037737132
2018-08,,,,,200359.0,159.65,2.135037737132
2018-08,,,,,200359.0,159.6,2.135037737132
2018-08,,,,,200359.0,159.85,2.135037737132
2018-08,,,,,200359.0,159.85,2.135037737132
2018-08,,,,,200359.0,159.9,2.135037737132
2018-08,,,,,200359.0,159.75,2.135037737132
2018-09,,,,,149087.0,169.0,2.135037737132
2018-09,,,,,149087.0,165.7,2.135037737132
2018-09,,,,,149087.0,169.1,2.135037737132
2018-09,,,,,149087.0,168.8,2.135037737132
2018-09,,,,,149087.0,168.55,2.135037737132
2018-09,,,,,149087.0,168.6,2.135037737132
2018-09,,,,,149087.0,168.6,2.135037737132
2018-09,,,,,149087.0,168.6,2.135037737132
2018-09,,,,,149087.0,167.0,2.135037737132
2018-09,,,,,149087.0,164.8,2.135037737132
2018-09,,,,,149087.0,161.8,2.135037737132
2018-09,,,,,149087.0,162.75,2.135037737132
2018-09,,,,,149087.0,162.4,2.135037737132
2018-09,,,,,149087.0,162.2,2.135037737132
2018-09,,,,,149087.0,162.3,2.135037737132
2018-09,,,,,149087.0,161.95,2.135037737132
2018-09,,,,,149087.0,161.4,2.135037737132
2018-09,,,,,149087.0,162.1,2.135037737132
2018-09,,,,,149087.0,,2.135037737132
2018-09,,,,,149087.0,163.6,2.135037737132
2018-10,,,,,153123.0,171.1,2.135037737132
2018-10,,,,,153123.0,171.6,2.135037737132
2018-10,,,,,153123.0,172.4,2.135037737132
2018-10,,,,,153123.0,172.4,2.135037737132
2018-10,,,,,153123.0,174.1,2.135037737132
2018-10,,,,,153123.0,172.5,2.135037737132
2018-10,,,,,153123.0,172.6,2.135037737132
2018-10,,,,,153123.0,173.7,2.135037737132
2018-10,,,,,153123.0,170.8,2.135037737132
2018-10,,,,,153123.0,172.4,2.135037737132
2018-10,,,,,153123.0,175.3,2.135037737132
2018-10,,,,,153123.0,170.6,2.135037737132
2018-10,,,,,153123.0,169.5,2.135037737132
2018-10,,,,,153123.0,168.9,2.135037737132
2018-10,,,,,153123.0,169.2,2.135037737132
2018-10,,,,,153123.0,169.7,2.135037737132
2018-10,,,,,153123.0,169.85,2.135037737132
2018-10,,,,,153123.0,170.1,2.135037737132
2018-10,,,,,153123.0,,2.135037737132
2018-10,,,,,153123.0,170.9,2.135037737132
2018-10,,,,,153123.0,171.0,2.135037737132
2018-10,,,,,153123.0,171.1,2.135037737132
2018-10,,,,,153123.0,170.2,2.135037737132
2018-11,,,,,195582.0,177.0,2.135037737132
2018-11,,,,,195582.0,179.5,2.135037737132
2018-11,,,,,195582.0,179.4,2.135037737132
